id,date,user_name,user_id,user_displayname,user_location,user_followers,user_friends,user_statuses,retweeted,content,lang,is_missinginfo
1398185321959882758,2021-05-28 07:52:12+00:00,veeruveeresh,229391384,Veeresh-PSPK,"Hyderabad, India",81,476,12166,,"@TarakGohan9999 NTR gari Topic epudu Vachina Pedha vallu Mundhu papam ani Jaali Chupistharu

Antha goppa manishini Chivari Rojullo Badha tho Kumili Chanipoye la chesaru ani 

cheppulu veyincina vare ipudu johar NTR antunte paina nunchi chusthuna aayana emanukuntunaro

#LegendaryNTRJayanthi https://t.co/LBj2LP4A53",hi,
1398184405273698304,2021-05-28 07:48:33+00:00,tamarind147,816971701976178688,Brave,Vizag,1130,847,71148,,"Anjaam paathira remake anukunnav ga adhi set cheskovachu ga @NANDAMURIKALYAN 

Cheap ga aipodhi 10-15 crs vachina superhit avudhi",hi,
1398183694527987714,2021-05-28 07:45:44+00:00,Simanchalcherry,2347773822,𝐒ιмαη¢нαℓ𝐂𝐡𝐞𝐫𝐫𝐲,Odisha/Gajapati/Kashinagar,4281,128,147849,,"Ma Vurlo @alluarjun Big Fan 
Racegurram Movie Vachina Nunchi Inka 🔥🔥
Fan Art By #AlluArjun Fan https://t.co/KB7ZRgg8wR",it,
1398183364352348163,2021-05-28 07:44:25+00:00,veeruveeresh,229391384,Veeresh-PSPK,"Hyderabad, India",81,476,12166,,"@rahu_prasad @KChiruTweets NTR gari Topic epudu Vachina Pedha vallu Mundhu papam ani Jaali Chupistharu

Antha goppa manishini Chivari Rojullo Badha tho Kumili Chanipoye la chesaru ani 

cheppulu veyincina vare ipudu johar NTR antunte paina nunchi chusthuna aayana emanukuntunaro

#LegendaryNTRJayanthi https://t.co/mXGv47xmFP",hi,
1398182481061462016,2021-05-28 07:40:55+00:00,estrela2323,832773989013401601,Wilma,"São Paulo, Brasil",3610,4910,124529,,"Por isso q o DORIANA está mentindo sobre a falta d VACHINA!  Tá dando 1 tempo p poeira abaixar sobre esses casos d VACHINA INEFICAZ! Enquanto isso, o mau caráter fica culpando o Bolsonaro d China não estar  entregando insumos!DITADORIA é MAQUIAVÉLICO!Tudo o q o DORIA faz é FALSO!",pt,
1398180241747570689,2021-05-28 07:32:01+00:00,PrabhasPraveen8,1204005067453423617,తమ్ముడు ప్రవీణ్ 🏹ᴬᵈᶦᵖᵘʳᵘˢʰ🏇ˢᵃˡᵃᵃʳ☠️,"Adilabad, Telangana",3207,2026,228971,,"@p_saikrishna @Gopi_veta2 🤣Chiru antava epudu No1 kopadhisi 🤣🤣

BB tak antunavu kadha 
Flop Tak vachina Me career highest lepesthundhi 
Bookmark chesuko 

2015 nundi PB dominate ye undhi 
Enko 5 Years Kuda alage untundhi",in,
1398176686051454976,2021-05-28 07:17:53+00:00,ms_vishnu999,1393237871239131139,Maverick🏌️,med.school⛑️,873,724,14199,,@PrabhasSaah0 @SureshAshwin10 Adhi mask petkodam valla vachina change,et,
1398176519957123076,2021-05-28 07:17:13+00:00,EdyrSilva,531653586,francisco edyr silva,Belém do Pará,11,18,12391,,"Negacionista
-Aí, ferrado, a questão foi não comprar todas as doses de ""vachina"" do Butantã, mas a negativa em si, de não querer comprar vacina nenhuma: 
Negacionista2
-é a conduta política de governo que interessa: -o sujeito, primeiro, é um negacionista da ciência:",pt,
1398176232152256513,2021-05-28 07:16:05+00:00,VamsiRe13982731,1294645966323105792,PSPK devote 🦅,akkada ina vunta... 🚶,304,556,35646,,"@Nag_chaithu_fan @kiran47121391 @RcForever81 Rayyyy bacha gadi fan's vacharu ro 😆

Akkineni family kuda fan's vunnaru haa 😂
Twitter ke vachina tharvatha a telisindhe ra 🤣

Malli meru PK fan base gurinchi matladuthuaru 🥱

Dhengitay malli twitter ke kuda ravuu 🤗💯

#vakeelsaab #HariHaraVeeraMallu 
@pawankalyan",et,
1398175918842023937,2021-05-28 07:14:50+00:00,4Dpeoplee,903515473219805184,Democrat,Delhi ,243,203,11071,,"@Janasai66596979 baaga telsu andukane Bollywood ki velli bokka borla padi..Gudda muskuni silent ayyadu..Telugu cinemale ekkuva ani..

North Indian politicians ki camapign chesina family Nandamuri di...PM ayye avakasam vachina vadulukunna mahanubhavdudu ma anna",et,
1398174523845980162,2021-05-28 07:09:17+00:00,Pauloce09283195,1043134391281704960,Tuga o intolerante,,566,1176,35861,,"@SenadoFederal Ele deveria estar preocupado com a baixíssima eficácia da vachina de 3a categoria que o Butãntã está produzindo, ninguém no mundo desenvolvido aceita esse placebo, e vcs fomentando esse engodo.",pt,
1398174200720887810,2021-05-28 07:08:00+00:00,Belcc102,1354627289129103365,Belcc10 2 🇧🇷🇧🇷🇧🇷🇧🇷 ⚫⚪🔴,,1349,1679,60375,,"João Agripino @jdoriajr
hipócrita lunático Lockdown e VACHINA NÃO 
#ForaDoriaDitadorgenocida",pt,
1398173972542332934,2021-05-28 07:07:06+00:00,YeMeraJaha,1168484205749104641,Original Gangster🔥,"Karimnagar, India",3787,1978,157144,,"Karimnagar Town 1 Cr Gross movies of @Pawankalyan

#Gabbarsingh ( 1st 1cr gross movie )
#AttarintikiDaredhi
#Vakeelsaab (Covid)

PB -3 (BB 1&amp;2,Saaho)
MB-2 (SLN,Maharshi)
RC/AA/Chiru-1 (RGS,AVPL,Syera)
NTR-0

Hit Talk is enough 🏌️Kondariki avi vachina em peekale

Knr💥PK👑",in,
1398173749858369537,2021-05-28 07:06:13+00:00,KITTU14333,564651521,vamsi krishna,VIJAYAWADA,48,1184,2326,,"@sridhar_musings Bro nenu OnePlus 7t konna one year back,dhaniki vachina update dharunam, indirect ga kothadhi konadani vadu update icchinatu vundhi",et,
1398173456970223617,2021-05-28 07:05:03+00:00,forachicomello,1329432096381804549,Francisco Mello,"Rheinfelden, Schweiz",186,672,2319,,"Talvez por esse ""pequeno"" detalhe que UE e EUA não aceitam quem tomou a vachina",pt,
1398172935911735298,2021-05-28 07:02:59+00:00,jayasurya29j2,344540882,suRRRya🌊 తొక్కుకుంటూ పోవాలే..,"Kakinada, India",584,1194,23548,,"@bharat_2214 @Gopal_Tony @NANDAMURIKALYAN Tanu new technicians to vachina pratisari hit kottadu aatanokkade,patas...
Hareram Kuda anukuntunna",et,
1398172281298243584,2021-05-28 07:00:23+00:00,neebhaadhaentra,1309094473834659850,Happy🧚‍♀,,591,59,1587,,Mom : e phone's ki vachina bagundedhi corona 😂😂 https://t.co/XyTvQodyxH,hi,
1398172150947672071,2021-05-28 06:59:52+00:00,CA_ASPIRANT66,1162716869934981120,Pavan,,1536,544,80882,,@worstlife90 Avi Vachina Vallu Mana chuttu avaro okarina dhorakara,hi,
1398170634077708290,2021-05-28 06:53:50+00:00,guptanagu8,512878086,gupta,Machilipatnam(Vijayawada),34029,2198,200867,,@tataakhilakhil1 @Kamal_Tweetz @liittlebirdd @gopi4_pspk Nizam lo Daddy underperformed ah yee ooru thammi needi ah movie ki vachina talk ki excellent performing area Nizam yee 🙏🙏🙏,en,
1398169112455499777,2021-05-28 06:47:47+00:00,IamLucky509,1257500377,King Vizag,Film Industry,2167,98,103532,,@mbcult123 GG ki chala factors add ayyayi adhi AR mundu vachina reach baguntadi.. Youth and families lo... Kani CKC ki em lev.... Pellichoopulu tho limelight loki vachina VD next GG ante kasta untadi hype... Collections below 30 vachina aa taravatha AR ki impact ekkuva untadi character wise,tl,
1398167059196891137,2021-05-28 06:39:38+00:00,KingPrabhasCult,1037721640883372034,SALAAR 💥,India,6485,2565,147211,,"@cultTarakian999 Poster chusaka Naku vachina 1st thought kuda adhe 
🚶🏼🚶🏼🚶🏼🚶🏼🚶🏼",tl,
1398165984490397697,2021-05-28 06:35:22+00:00,Brahmi_lord,1300993882524536833,TRENDY TROLLERS,"Rajahmundry, India",843,387,1222,,"@HArShithA_rDYy @Railway_Poorna chaa.. mrng .. mrng ey ilanti trolls chustha anukoledhu... 
oka fan ga niku thelusu Chayi acting skills... edo oka majili ni chuskoni pedha rechibothunaru.. ilage vadhlesthe konni days ki Tier-1 lo pettesi pan india star antaru emo inka... vachina aa 4..5 hits thone https://t.co/84ktVePDBW",tl,
1398165379587862528,2021-05-28 06:32:57+00:00,YugandharTarak,1042982096686309376,YugandharTarak,telusukoni em pikuthav,1294,841,35440,,"Ila andaru thrtrs ante avi vachedhi epudu mem chusedhi epudu 
Vachina mali hikes esthey mem savalsi vasthundhi 
Koni sarlu antha antha Mny peti ticket konekana chudakunda undatam best anipisthundi

Ott lo release chesayandi sir andarki full njoyment untadhi intlone untunar kabati",et,
1398163573789007877,2021-05-28 06:25:47+00:00,edookati8,1357180040438403072,edo okati,,140,96,15064,,@ursfflykishore vadi venaka vachina vadini risk lo pettadu vadu aa turn theesukoni. Rules follow avuthe ayipoddi ga.,et,
1398163267302744064,2021-05-28 06:24:34+00:00,SidduOfficial,921311108505395200,PawanKalyan Devotee !! #HariHaraVeeraMallu 🔥,"Hyderabad, India",11068,429,57747,,"Long Run Talk Bagunte Evadikaina Ostadi.. Day1 Complete Based On Cult Fans

Premieres Nunde Disaster Talk Vachina.. Day 1 Records Pette Only Actor @PawanKalyan 👏😎

King Of Opening's 💥",en,
1398162437338173440,2021-05-28 06:21:16+00:00,Belcc102,1354627289129103365,Belcc10 2 🇧🇷🇧🇷🇧🇷🇧🇷 ⚫⚪🔴,,1349,1679,60375,,"Esmola não queremos trabalhar João Agripino @jdoriajr
hipócrita lunático Lockdown e VACHINA NÃO 
#ForaDoriaDitadorgenocida",pt,
1398160948544765952,2021-05-28 06:15:21+00:00,tarak9010,975363015427072001,.,India,329,762,43943,,Orey miku vachina 18 seat lakeyy M lo elevations ichukunnaru...అలాంటిది gelichina ప్రతిసారి 200+ seats tho gelichina anna గారికి మేము ఎన్ని elevations ivvali 🤧...#JoharNTR #LegendaryNTRJayanthi,et,
1398160173185658884,2021-05-28 06:12:16+00:00,urstrulytejaMB,4396388232,Urstruly Viswa 💫,"Amalapuram, India",1605,1440,173307,,@vyshnavi66666 Ha double mask eskuni vacham.. Ma vurlo and ipdu vachina vurlo kuda cases ekkuva vunnay 🤦‍♂️..,et,
1398159036781109251,2021-05-28 06:07:45+00:00,LemorenaM,1367916964572758020,makelô,,140,41,496,,"@tbsossai @Poder360 @ArthurLira_ Sim coronavac. A mesma que o Doria sábado, não fez questão de tomar, esperou o presidente trazer a Pfizer. Pq será né? E o povo morrendo mesmo vacinados.Mas foi o Doria o cara né?Tomem vachina, reclamam de que?N precisa de certificado, agora tomem. Tem ninguém negando.",pt,
1398158889007321088,2021-05-28 06:07:10+00:00,marciapira,110730670,Márcia,brasil,6045,6522,93789,,@Negronciuss @nazarenofreita2 @NatuzaNery O prefeito Paes quis fazer propaganda da VaCHINA!,pt,
1398158350412443648,2021-05-28 06:05:01+00:00,Tejas10580939,1383693015751880704,teju dhfm,,1579,2997,25549,,@Pranaypkfantic @Ranjith__143 @Jacksparrow_175 @Nandu_4EverPK Ban 99.5 ki 1 ki entha teda undi ban vachetappud rangasthalam vachina 2 weeks ki nsni 😑,et,
1398158306053484545,2021-05-28 06:04:51+00:00,kohli18___,1351002545746018310,NeNe,,181,464,6376,,@srinadhdhfm ha own ga industry ki vachina valni edaganivaru ee lucha galu 😐,et,
1398157309218463751,2021-05-28 06:00:53+00:00,pandugadicult__,1379743101737037827,పండు గాడు SSMB devote 🔔,"Dhoolpet,old city",2694,2621,57030,,"@pavangollamudi3 Janasena jenda kanipisthe ethi avathala dhengandi
Avvi 200 per person isthe vachina pillapuk gallu",et,
1398157135393918980,2021-05-28 06:00:12+00:00,charan4563,4076617033,#OG 🦅,"Karimnagar, India",6821,1115,116878,,"Day 1 collection of Jalsa is 

7.5+ cr grosss

Ah time lo migatha star heores weekend collection 8cr undedi

Thats the rampage of @PawanKalyan

Jalsa day 1 ldu Anta Pilla fans🤦‍♂️

Ninna monna twitter ki vachina nibbagallaki em telstadi ra

 https://t.co/pFixGCzaCl",en,
1398156585726214159,2021-05-28 05:58:01+00:00,RoyalSachinist,787658197888864256,Kaushik,"Vishakhapatnam, India",891,75,140867,,@urstrulyvineet Oka table create chesi istam vachina figs vesukoni perfect breakup ani feel aipovadu,tl,
1398155185495711744,2021-05-28 05:52:27+00:00,EmilySteele,2882950821,Emily,,80,192,4267,,“Nothing else to do during lockdown!” “so much for social distancing” “made in vaChina” (by far the worst one) 😒,en,
1398154627367931904,2021-05-28 05:50:14+00:00,megastar2222,183928475,Shiva,AP,3822,731,73673,,Mahesh fans tho box office disco bokka istam vachina figs vestha vuntaru evadiki edi thoste adi,et,
1398154399633924097,2021-05-28 05:49:19+00:00,Haini617392643,1375499609536012288,Haini,,29,46,11580,,"@NBK_MB_cult @urstrulyMahesh Zoo ganiki openings yekkadiy ra assalu fake gallu,okka IH,okka BE ledu kani ,SSR tho 3 thisindu consecutive 5 hits vachina no BE,IH ivanni lenodu opening antey yevadra nammedu fake gallu zoo gallu, King of openings always super 🌟 Mahesh Anna anthey",en,
1398151615568306176,2021-05-28 05:38:16+00:00,marciapira,110730670,Márcia,brasil,6045,6522,93789,,@KatiaAbreu Outro recado: Não temos q agradecer a CHINA por NADA! Estamos pagando essa porcaria de vaCHINA!,pt,
1398151599302742016,2021-05-28 05:38:12+00:00,PspkFan_4ever,1252455020500414464,Badri,Inactive ,1954,790,47351,,"Almost vachina prathi saari day1 kottamu 

2009 , 2014 lo cinema ledu 
2015 , 2017 lo mighty BB undi 
2011 ye miss ayindi 

Cinema release aina prathi saari day1 record pettam

King of Openings ani oorke anaru ra 🤫

Day 1 record pettadam lo @PawanKalyan kanna thop ni chupisthe https://t.co/OaGeejWIjJ",et,
1398151544529252352,2021-05-28 05:37:59+00:00,RaghuRamNayak_,1071239370718367744,RAGHU NAYAK MSD™🇮🇳,"Vijayawada, India",1127,812,51651,,"@Vidhinchowdary @aiyazahmed08 At the same time, @Nameisvikramm kooda same mass chupinchadu. 
2 space lo matladindu... 
Arey Telugu vachina valle manavallu konthamandhi bhayaduthunnar matladaniki... 
He did very well...",et,
1398150062283190274,2021-05-28 05:32:05+00:00,Harinani_,1603779535,✒ త్రివిక్రమ్ ᶠᵃⁿ ✍️,"Hyderabad, India",81099,771,184067,,@RusthumHere @PawanKalyan Every year mana cinema raledu ... Vachina prati sari day1 kottam.,und,
1398149861065822210,2021-05-28 05:31:17+00:00,superyjr,40473233,Walldo Açaí 🇧🇷🇧🇷🇧🇷🇧🇷,"Distrito Federal, Brasil",107,578,6327,,@lefkijr @UOLNoticias Da mesma forma que outros países compraram. Chamar de vachina e não atender a várias propostas da Pfizer não ajudou muito,pt,
1398149627984048129,2021-05-28 05:30:22+00:00,pandugadicult__,1379743101737037827,పండు గాడు SSMB devote 🔔,"Dhoolpet,old city",2694,2621,57030,,"200 rupees ichi chethilo party flags pedtha vachina janalu kadhu ra bachas
Cultfanbase @urstrulyMahesh 🦁
#SarkaruVaariPaata
 https://t.co/8nFFK9AbLE",en,
1398146811357908996,2021-05-28 05:19:10+00:00,RaghuRamNayak_,1071239370718367744,RAGHU NAYAK MSD™🇮🇳,"Vijayawada, India",1127,812,51651,,"@aiyazahmed08 @Vidhinchowdary Nen verey space lo matladuthunna Anna Adhey time ki, 
Adhi end ayyaka Ikkadiki vachina, 
Nii mass chusina,",et,
1398146031095844865,2021-05-28 05:16:04+00:00,WeslleyBrunoCG,104142818,Weslley Yamada 🇯🇵,Campina Grande PB,4902,5393,82126,,@duadri10 @AdrianoGAzevedo @jdoriajr Nem vc acredito nisso! Depois que Doria comprou a vacina foi que o MS correu atrás. Ou tu quer dizer que Bolsonaro não disse que não compraria a Vachina?,pt,
1398145045794988034,2021-05-28 05:12:09+00:00,LoyalSACHinlst,1211231885327622145,Sach Boy ,East Vizag ,393,93,40783,,Misbah-ul-haq  2001 lo debut anta 2007 lo vachina player anukuna😑,tl,
1398144295211659268,2021-05-28 05:09:10+00:00,Nandu_4EverPK,3259162825,/\/ @ n | ) Ù,Kakinada  India,6052,1726,206956,,"@YashDHNCF Ha ha majili ni 38cr ni 40 cr chesesara vadi tarvta vachina nani VD Lepi dengaru inka chay gadu 35cr lone unadu 😂😂😂

Inka nag gadu peekindi em.ledu aa shiva okati chepukuni brathikeyadame 😂😂😂

Adavi Kukka 1cr kuda Raledu kada ra thupak 😂😂😂😂",in,
1398142913519841284,2021-05-28 05:03:41+00:00,MkrishnaDhanus1,1234375096053067776,M.krishna Dhanush,"BhagyaNagaram ,India",515,1171,39513,,@RusthumHere Ah talk vachina bavundedhi records break ayyavi.,et,
1398141367742730247,2021-05-28 04:57:32+00:00,Rohit_SSMB,3744222314,Rohit SSMB 🔔,"Anakapalli, India",1056,331,213103,,@chenna_prince @ronaldo_mb_dhf Aa cinema Day 1 Hit talk vachina kooda PK fans nammaledhu 😂😂😂,et,
1398141016922902530,2021-05-28 04:56:09+00:00,Wesley_Celio93,279227929,Wesley Oliveira ™,Pedreira City z$ ⁰¹¹,369,1142,29800,,"Enfim, não virei jacaré mas tô aqui né 😝😅🤣😂😂
#VacinaJa #Vacinado #VacinaSampa #Vachina 🤣 https://t.co/EeHzO3bSY0",pt,
1398140481599639553,2021-05-28 04:54:01+00:00,Belcc102,1354627289129103365,Belcc10 2 🇧🇷🇧🇷🇧🇷🇧🇷 ⚫⚪🔴,,1349,1679,60375,,"João Agripino @jdoriajr
hipócrita lunático Lockdown e VACHINA NÃO 
#ForaDoriaDitadorgenocida",pt,
1398140310421577730,2021-05-28 04:53:20+00:00,bunnysreedhar,1175736651781308421,Sreedhar Bunny#viratian♥️,"Ala Anantapuramlo, India",3172,2054,97284,,@prashantharya20 Nenu alage anukunna vachina kothalo,tl,
1398139641111400449,2021-05-28 04:50:41+00:00,Crisannaa,124361515,Ana Castro 🇧🇷🍓🏎,Brazil/ Fortaleza Terra do ☀️,940,882,50831,,"@SenadoFederal Gostaria de perguntar ao Sr Dimas  porque a EUROPA, EUA e tantos outros  países no mundo, NÃO compraram a  vachina  e ainda proíbem a entrada de quem a tomou em seus países?! 🤔🤔",pt,
1398137261837803522,2021-05-28 04:41:14+00:00,scorpixoxo,1353298253593231361,slikesyou,"Andaman, India",2672,391,24352,,@ganagandharval8 Badha toh vachina navvu adhi. Naaku kuda same ans,et,
1398136739110133763,2021-05-28 04:39:09+00:00,Lazy_Elegance45,1655883458,Aѕ͢ѕ͠αυℓ͟͞тツ 🦁,,3369,3857,122783,,@LakshmiMadhuriY @urs_Satya_ @ms_sunshine59 vachina kooda idhe repeat avudhi,et,
1398135047819915265,2021-05-28 04:32:26+00:00,Kranthi146reddy,1380909734824271872,KRANTHI REDDY,Hyderabad,267,178,14824,,"@actor_nithiin Anna  thopu
Success makes u fans 
Failures makes u diehard fans 
Storys chusi K cheyi Anna 
Movie promotion  baga cheyi oka manchi pr team pekto ninA mona vachina bachagale petkuru teams pr lu 
Manaku a leru
#nithiin https://t.co/eu4KvKDOAj",ht,
1398135035094519810,2021-05-28 04:32:23+00:00,soniamslima,51804504,Sonia Maria de Souza Lima,,3076,4448,10051,,"@Eduardo_Longue @MarceloFreixo Doria queria a vacina para esfregar nas caras sujas dos tucanos sujos, como se ele não fosse mais sujo que tucano e PTralha tudo junto e misturado. Espero sinceramente que não dê mais merda está vachina como parece que vai dar. Por todos que tomaram",pt,
1398134521686597633,2021-05-28 04:30:20+00:00,luckyllucy,387462745,Lucy Jenkins👉😎🇧🇷🇺🇸🇮🇱,,3177,3557,68695,,"@SenadoFederal Quer conhecer o hoje, espere até amanhã.

Essa VaChina provará a porcaria que é, quer dizer os resultados já não são tão positivos assim. Verdade que fala por si só.",pt,
1398134398734635012,2021-05-28 04:29:51+00:00,KspAAfan,3526621033,🅰🅰🌟devotĕ|Ksp🪓,India,1902,425,34536,,"Single language lo vachina AVPL tho oka batch ki pagilindi, next PAN india tho vastunnadu eesari andariki combined ga pagiliddi 👊👊
#Pushpa @alluarjun https://t.co/AN6LQh7ShV",tl,
1398132597415313410,2021-05-28 04:22:41+00:00,Cr7_AADHF____,1123141013973884928,AAmplifier ™,,5016,755,105583,,@Adipurush1234 @alluarjun Shocking ga vachina reaction,en,
1398132178932748295,2021-05-28 04:21:02+00:00,SoulofRC,1296744377168011264,Hitman RC,Planet📌,446,612,32842,,@KChiruTweets Annaya... Miru entha chesina em chesina kukkalu morugutune untayi.. Endukante Kukkalu avi vallaku vachina pane moragatam...  @KChiruTweets @AlwaysRamCharan ❤,et,
1398130573760024581,2021-05-28 04:14:39+00:00,Mounesh_White,903490780290940929,Mounesh PSPK™,"Bhongir, India",6364,3593,156622,,@SaiNaidu_ @RajeshPspk_ @VineethPSPK Mandesthe Vache Vachevi Kadhu Avi Manasulonchi Vachina Matalu Avi 😑😇,hi,
1398130397779660805,2021-05-28 04:13:57+00:00,farrfetchdd,2445453458,.,"Hyderabad, India",1479,599,92690,,@NithinWatto_185 Same anta gap tarvata vachina full flow lo unadu,en,
1398130274580500480,2021-05-28 04:13:28+00:00,AiltonBRNoronha,1449760094,Ailton Noronha,,1774,2141,14866,,@em_com o Guga chácara foi vacinado com VaChina,pt,
1398129199450308608,2021-05-28 04:09:11+00:00,AiltonBRNoronha,1449760094,Ailton Noronha,,1774,2141,14866,,"@orlandosilva @Orlando Silva há mortos mesmo após a segunda dose da VaChina.  quantas vidas foram poupadas em amenizando esse experimento chinês, hein.",pt,
1398129124494000129,2021-05-28 04:08:53+00:00,AleRosaRJ,1255684583300968448,ALÊ Rosa 🇧🇷,"Rio de Janeiro, Brasil",1744,2151,3325,,"@jdoriajr @jairbolsonaro Hoje o sambista Nelson sargento morreu de COVID o mesmo foi imunizado com a vachina Coronavac, o senhor pode explicar o que pode ter acontecido?",pt,
1398128730598481920,2021-05-28 04:07:20+00:00,MariCarvalho_42,2560055646,Mari Carvalho 沒時間哥,,1168,2634,3975,,"@GabeHellss @jubozza99 @LuizHFerreiraS @izzynobre falou ""turma lacradora"" já sei que é BURRO. Aposto que fala vachina tbm né?",pt,
1398127254987808769,2021-05-28 04:01:28+00:00,Alex1964DOPS,729201614993686528,BALA NA AGULHA 🧂🐸 ✌🥛🐷🍺,Estados Unidos,4161,4575,82770,,@butantanoficial Vachina de kuuuu é rholla !!,pt,
1398126029714100230,2021-05-28 03:56:36+00:00,Alba42325983,1270163232813191168,Alba,,10,242,101,,"@brian_colonel Minha mãe morreu mês passado de Corona,e um mês antes tinha tomado já as duas doses da vachina😭",pt,
1398124968278433792,2021-05-28 03:52:23+00:00,ANTONIO10572774,1360635754284802048,ANTONIO ALMEIDA,,110,220,2141,,"Dimas covas e Butantã foram omissos ao retadar a entrega dos documentos da vachina para anvisa, depois de adiar varias vezes foi entregue em 15 de janeiro, no dia 17 Pazuello já estava distribuindo,mentirosos filhos do capiroto.",pt,
1398124234035982339,2021-05-28 03:49:27+00:00,BalaRTCultFan,1357265715653353473,Bala_🦁RaviTeja🌟 fan,India,1142,980,95459,,@KChiruTweets @NTR_S_Follower Miru adgakandi adhi Nijam ga vachina miru adigithene vachindhi NTR emi great kadhu ani Chiranjeevi fan's disco lu chestharu veelaku NTR ante aaa mathram gouravam vundadhu piki NTR ni pogudutharu Mila malla istam vachinattu thidatharu chi💦💦💦,et,
1398123811409645568,2021-05-28 03:47:47+00:00,VitoriaForevis,817589608477233153,Vitória 🌻 BR país da farra 🍤🍷💰💸🤑,Estado Novo - BR,1484,1274,32479,,"@HeadfordJr @jdoriajr A variação da porcentagem da vachina é simples: 
Eficácia de 0% a 100%
🤡🤡🤡🤡",pt,
1398123080392839175,2021-05-28 03:44:52+00:00,zoccolicb,3159814547,Carla B. Zoccoli-BRASIL ATÉ MORRER,"California, USA",2013,2771,22995,,"@DouglasGarcia Caro, @DouglasGarcia, tem tanta ""água rolando debaixo (e em cima) dessa ponte"" nefasta, q ambos - dimas covas e joao agripino - sairão ilesos desta CPI e a vontade política da maioria da Alesp é tão nula qto a vachina do ""Bitantã"" (escrito intencionalmte pq eles são 2x tantãs)",pt,
1398122514174275591,2021-05-28 03:42:37+00:00,psk_pawanist,1374705595924631556,Mr.Lucifer😈,pawan kalyan,197,391,13960,,@maheshgirlfc @RusthumHere Avuna andukey hit talk vachina break even kadhu papam https://t.co/oQkkRxcGC2,et,
1398121056628396046,2021-05-28 03:36:50+00:00,RamkiranReddyP,1319355342099152896,Ramkiran Reddy,"Nalgonda, India",15,111,1029,,"@HarishReddyKai3 @SaikishoreRed16 Telangana valla neek vachina labham nti ? 
Neekem manchi jargindi #justasking",hi,
1398120649013481472,2021-05-28 03:35:13+00:00,BernardesThelma,1113852076042461184,Tell MITO,Três Lagoas/Campo Grande/MS,481,1295,12410,,"@domlancellotti se foi a VACHINA seguem provas contundentes que enganaram ele e todos os brasileiros! PROPAGANDA ENGANOSA, FALSIDADE IDEOLÓGICA ETC são apenas alguns dos CRIMES! tá na mão! https://t.co/5UJNjRrP16",pt,
1398120015660994560,2021-05-28 03:32:42+00:00,Brasil3Ka,1148730804094324736,Ka_Brasil3 💚💛🇧🇷,,2645,3259,13156,,"@SenadoFederal Essa vaChina é uma merda ! O povo tá tomando as 2 doses e continua morrendo . A verdade é q a vaChina nunca prestou , porém o Agripino precisava de $$ , pq sonha em ser presidente . #VaChinaFake",pt,
1398119959717416962,2021-05-28 03:32:28+00:00,MaranhaoSonia,1135698190106353664,Sonia Maranhão🇧🇷🇧🇷,"São Paulo, Brasil",305,536,4783,,@jdoriajr Essa vachina é um fiasco,pt,
1398119156139106305,2021-05-28 03:29:17+00:00,cassiootaviano,2722336216,Cássio,,10,73,311,,"@sergioba1234 @jrguzzofatos Quem se vacinou com a calcinhavac está proibido de entrar na União Europeia e vc me vem com essa... a eficácia dessa vachina é de 28% para idosos acima de 75 anos, sai da #globolixo  e estude um pouco mais antes de falar assunto que não domina.",pt,
1398117447086051329,2021-05-28 03:22:29+00:00,tiagoipb,791439095251763200,Tiago,"Pernambuco, Brasil",579,1272,11764,,"@velhosabujo Essa narrativa é engraçada... Existe uma Lei que estava no congresso, só depois de mudar que as iriam ser negociadas as vacinas... mesmo assim Só não saiu do bolso do Dória a compra da vachina...",pt,
1398114185159057412,2021-05-28 03:09:32+00:00,hermionegrng,1217194000987369472,loizaᶜʳᶠ 🔴⚫ VIU O SANTOS DEFENDER UM PENALTI,vida longa ao NORTE,166,684,15701,,@ErickTheOliver vaChina vermeliae cois.d e petista,pt,
1398114105660170244,2021-05-28 03:09:13+00:00,JJuniorRN1,1327322459717111810,JJuniorRN,"Natal, Brasil",590,854,11529,,"@GracioEliana @NatuzaNery Sim, que a vacina que ela tomou não serve pra nada, vachina. Sem paciência com esse povo, desse eu já larguei a mão.",pt,
1398114088669093894,2021-05-28 03:09:09+00:00,Alamo21801113,1389367641312268296,Alamo,,387,690,8750,,Vai ter que cortar a verba depois da comprovação da fraude vachina...,pt,
1398113869562880001,2021-05-28 03:08:16+00:00,CadeiraFofura,1125838062934810626,Cadeira,,4,6,12,,"@bernardokuster2 Quer dizer então que vocês eram 100% contra a compra da ""vachina"" mas seu presidente foi contra o seu eleitorado e comprou? Hauahauahau se mentir vcs se foderam se falar a verdade também se fodem. Parabéns",pt,
1398113602335350787,2021-05-28 03:07:13+00:00,AlberaniG,991685126340870144,Alberani Gertrudes,Brasília DF,2799,4129,18944,,"@tvsenado @minsaude Safado mentiroso, além do q a cada dia q passa fica provado que sua vachina não presta.",pt,
1398113201359933441,2021-05-28 03:05:37+00:00,cleiton_d7,1141127963435511808,Cleiton,,441,417,233334,,"Censura NÃO! Censura NUNCA!

Malafaia 
Vitinho 
Loading 
Mentiu
Universitário 
Chinês 
Vachina
Constantino 
Impeachment 
China
Coronavac 
Pfizer 
Dimas covas
#CNNLixo
Butantã",pt,
